ACCOUNT,ACC_DESC,PORTFOLIO,PORT_DESC,LEGAL_ENTITY,ALADDIN_PORT,CUSTODIAN,SAFEKEEPING_ACC,BI_SAM
02300   ,IRELAND HOLD. LTD ,02300   ,IRELAND HOLD. LTD ,D005                          ,                                   ,8500    ,NULL,
02302   ,SPAIN HOLDINGS LLC,02302   ,SPAIN HOLDINGS LLC,L790                          ,                                   ,8500    ,NULL,
02303   , MANAGEMENT BERMUDA       ,02303   , MANAGEMENT BERMUDA       ,8060                          ,                                   ,8500    ,NULL,
02400   ,ASIA PACIFIC HOLD.,02400   ,PACIFIC HOLD. INC ,L794                          ,681                                ,CHASE   ,G 09465         ,
02401   ,LIBERTY CORPORATE SERVICES INC.         ,02401   ,LIBERTY CORPORATE SERVICES LLC          ,8070                          ,417                                ,CHASE   ,G 09228         ,
02401   ,LIBERTY CORPORATE SERVICES INC.         ,02490   ,LIBERTY PROPERTY CASUALTY HOLDING CO LP ,8070                          ,                                   ,8500    ,NULL,
02500   ,ST JAMES INSURANCE CO (BERMUDA)         ,02500A  ,ST JAMES XXX TRUST                      ,8355                          ,701                                ,BONY    ,199600          ,02500A  
02600   ,BRASIL            ,02600   ,BRASIL            ,L721                          ,                                   ,8500    ,NULL,
0265E   ,PEERLESS GROUP P&C                      ,0265E   ,PEERLESS GROUP P&C                      ,265E                          ,                                   ,8500    ,NULL,
0269E   ,LMG P&C                                 ,0269E   ,LMG P&C                                 ,269E                          ,                                   ,8500    ,NULL,
0271E   ,OHIO CASUALTY GROUP NON P&C             ,0271E   ,OHIO CASUALTY GROUP NON P&C             ,271E                          ,                                   ,8500    ,NULL,
0275E   ,OHIO CASUALTY GROUP P&C                 ,0275E   ,OHIO CASUALTY GROUP P&C                 ,275E                          ,                                   ,8500    ,NULL,
02900   ,LIBERTY SURPLUS INSURANCE CORP.         ,02900   ,LIBERTY SURPLUS INSURANCE CORP.         ,1E00                          ,280                                ,CHASE   ,G 52966         ,02900   
02900   ,LIBERTY SURPLUS INSURANCE CORP.         ,02900NY ,LSIC - NY TM                            ,1E00                          ,                                   ,CHASE   ,G 53695         ,
02900   ,LIBERTY SURPLUS INSURANCE CORP.         ,02900TRN,02900 LOT TRANSFERS                     ,1E00                          ,                                   ,CHASE   ,NULL,
02900   ,LIBERTY SURPLUS INSURANCE CORP.         ,0290TMPG,LIBERTY SURPLUS INS CORP TMPG COLLATERAL,1E00                          ,1012                               ,CHASE   ,G 24079         ,
02900   ,LIBERTY SURPLUS INSURANCE CORP.         ,02990   ,LIBERTY SURPLUS INSURANCE CORP. LP      ,1E00                          ,                                   ,8500    ,NULL,
0295E   ,SAFECO GROUP P&C                        ,0295E   ,SAFECO GROUP P&C                        ,295E                          ,                                   ,8500    ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03000   ,LIFE INDIVIDUAL - US HOLDINGS           ,                              ,436                                ,CHASE   ,G 51476         ,03000   
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03000F  ,LIBERTY LIFE ASSURANCE - FHLB BOSTON    ,                              ,911                                ,CHASE   ,G 21266         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03000LIQ,LIFE ST LIQUIDITY POOL                  ,                              ,1122                               ,CHASE   ,G 04012         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03000MEL,LIFE MELLON LIQUIDITY POOL              ,                              ,1125                               ,MELLON  ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03000TRN,03000 LOT TRANSFERS                     ,                              ,                                   ,CHASE   ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03010   ,LIFE INDIVIDUAL - CANADIAN HOLDINGS     ,                              ,423                                ,3100    ,028527001       ,03010   
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03010T  ,LIFE INDIVIDUAL - CANADIAN HLDGS (TRUST),                              ,427                                ,3000    ,028528001       ,03010T  
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03088   ,LIFE IND - REAL ESTATE LP               ,                              ,                                   ,CHASELP ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03090   ,LIFE INDIVIDUAL - LIMITED PARTNERSHIPS  ,                              ,                                   ,8500    ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,030CLMET,LIFE INDIVIDUAL - METLIFE CML           ,                              ,1080                               ,CHASE   ,G 00571         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,030CLPRU,LIFE INDIVIDUAL - PRUDENTIAL CML        ,                              ,1092                               ,CHASE   ,G 00565         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03100   ,LIFE STRUCTURED - US HOLDINGS           ,                              ,281                                ,CHASE   ,G 51478         ,03100   
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,031001B ,LIBERTY LIFE STRUCTURED SETTMTS SINGLE B,                              ,395                                ,CHASE   ,G 12048         ,031001B 
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,031002B ,LIB LIFE STRUCT SETTLEMENTS HIGH YLD BND,                              ,396                                ,CHASE   ,G 12049         ,031002B 
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03100G  ,LLAC STRUCTURED SETTLEMENT GLOBAL       ,                              ,892                                ,CHASEGLB,84699           ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03188   ,LIBERTY LIFE STRUCTURED REAL ESTATE LP  ,                              ,                                   ,CHASELP ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,031CLMET,LIFE STRUCTURED - METLIFE CML           ,                              ,1082                               ,CHASE   ,G 00573         ,031CLMET
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,031CLPRU,LIFE STRUCTURED - PRUDENTIAL CML        ,                              ,1094                               ,CHASE   ,G 00567         ,031CLPRU
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03200   ,LIFE PENSION C - US HOLDINGS            ,                              ,282                                ,CHASE   ,G 51479         ,03200   
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03300   ,LIFE - GROUP                            ,                              ,283                                ,CHASE   ,G 51477         ,03300   
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,033001B ,LIBERTY LIFE GROUP SINGLE B             ,                              ,397                                ,CHASE   ,G 00250         ,033001B 
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,033002B ,LIBERTY LIFE GROUP HIGH YIELD BOND      ,                              ,398                                ,CHASE   ,G 00251         ,033002B 
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03300CS ,LIFE GROUP MARKET - CREDIT STRATEGIES   ,                              ,1326                               ,CHASE   ,G 21288         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03300G  ,LLAC GROUP LIFE GLOBAL                  ,                              ,889                                ,CHASEGLB,84698           ,03300G  
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03300SL ,LIBERTY LIFE GROUP - SYNDICATED LOANS   ,                              ,962                                ,BONY    ,893309          ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,0330TMPG,LIFE - GROUP TMPG COLLATERAL            ,                              ,1013                               ,CHASE   ,G 24080         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03388   ,LIBERTY LIFE GROUP REAL ESTATE LP       ,                              ,                                   ,CHASELP ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,033CLMET,LIFE GROUP - METLIFE CML                ,                              ,1079                               ,CHASE   ,G 00570         ,033CLMET
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,033CLPRU,LIFE GROUP - PRUDENTIAL CML             ,                              ,1091                               ,CHASE   ,G 00564         ,033CLPRU
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03400   ,LIFE SPWL - US HOLDINGS                 ,                              ,284                                ,CHASE   ,G 51480         ,03400   
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,034001B ,LIBERTY LIFE SPWL SINGLE B              ,                              ,399                                ,CHASE   ,G 00252         ,034001B 
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,034002B ,LIBERTY LIFE SPWL HIGH YIELD BOND       ,                              ,400                                ,CHASE   ,G 00253         ,034002B 
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03400CS ,LIFE SPWL - CREDIT STRATEGIES           ,                              ,1323                               ,CHASE   ,G 21289         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03400G  ,LIBERTY LIFE ASSURANCE CO SPWL GLOBAL   ,                              ,905                                ,CHASEGLB,00164           ,03400G  
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03488   ,LIFE SPWL - REAL ESTATE LP              ,                              ,                                   ,CHASELP ,NULL,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,034CLMET,LIFE SPWL - METLIFE CML                 ,                              ,1081                               ,CHASE   ,G 00572         ,034CLMET
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,034CLPRU,LIFE SPWL - PRUDENTIAL CML              ,                              ,1093                               ,CHASE   ,G 00566         ,034CLPRU
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03500   ,LIFE GPA - US HOLDINGS                  ,                              ,285                                ,CHASE   ,G 51482         ,
03000   ,LIBERTY LIFE ASSURANCE COMPANY OF BOSTON,03600   ,LIFE GIC                                ,                              ,                                   ,8880    ,NULL,
